Original: cols , predicted 1st: add
Original: add|user|conf , predicted 1st: set|user|users
Original: convert|to|proto|format , predicted 1st: fun
Original: post , predicted 1st: do|get
Original: job|counters , predicted 1st: job|job
Original: main , predicted 1st: do|parse
Original: needs|quoting , predicted 1st: is|equal
Original: add|all|completion|events , predicted 1st: add|completion|events
Original: test|create|x|attr , predicted 1st: test
Original: id , predicted 1st: add
Original: list|status , predicted 1st: get|array
Original: new|instance , predicted 1st: get|request
Original: load|token , predicted 1st: read|token
Original: mkdirs , predicted 1st: do|get
Original: contains , predicted 1st: is
Original: get|task|log|url , predicted 1st: get|task|task|task|task|name
Original: add|managed|listener , predicted 1st: add|listener
Original: class , predicted 1st: add
Original: add|transition|to|active|cli|opts , predicted 1st: add|active
Original: del , predicted 1st: fun
Original: set|size , predicted 1st: set|size
Original: get|root , predicted 1st: get
Original: get|web|app|context , predicted 1st: get|web|app|context
Original: class , predicted 1st: add
Original: test|remove|x|attr , predicted 1st: test|remove
Original: main , predicted 1st: run
Original: remove|cache|pool , predicted 1st: destroy|pool
Original: append , predicted 1st: event|event
Original: maybe|init|builder , predicted 1st: 
Original: gauge , predicted 1st: set|type
Original: get|default|extension , predicted 1st: get|name
Original: add|failover|thread , predicted 1st: test
Original: do|an|action , predicted 1st: test
Original: remove , predicted 1st: is
Original: init|application|tags , predicted 1st: set|application|tags
Original: list|x|attrs , predicted 1st: get
Original: add|context , predicted 1st: set|web|web|web|web|web|web
Original: gauge , predicted 1st: set
Original: open , predicted 1st: create
Original: init|scope , predicted 1st: set|up
Original: remove|datanode , predicted 1st: set
Original: id , predicted 1st: add
Original: close , predicted 1st: close
Original: h , predicted 1st: foo
Original: h , predicted 1st: fun
Original: set|up , predicted 1st: set|up
Original: create|dir , predicted 1st: set|dir
Original: pre , predicted 1st: pre|pre|pre|pre
Original: ul , predicted 1st: set|selector
Original: create|symlink , predicted 1st: create|parent
Original: cite , predicted 1st: add
Original: b , predicted 1st: foo
Original: new|instance , predicted 1st: new|response
Original: get|one|line , predicted 1st: get|text
Original: onblur , predicted 1st: add
Original: h , predicted 1st: foo
Original: scale|config|parameter , predicted 1st: add
Original: script , predicted 1st: script
Original: maybe|init|builder , predicted 1st: 
Original: var , predicted 1st: fun
Original: set|job|report , predicted 1st: report|job
Original: set|from|event|id , predicted 1st: set|id
Original: run|tool , predicted 1st: test
Original: get|job|submission|policy , predicted 1st: get|policy
Original: class , predicted 1st: add
Original: get|hadoop|proxy|user , predicted 1st: get
Original: set|container|report , predicted 1st: report|report
Original: class , predicted 1st: add
Original: render , predicted 1st: test|escape
Original: print|help , predicted 1st: run
Original: get|job|id , predicted 1st: get|job|id
Original: make|done|subdir , predicted 1st: add
Original: var , predicted 1st: get|var
Original: form , predicted 1st: set|selector
Original: h , predicted 1st: fun
Original: set|times , predicted 1st: set
Original: parse|counters , predicted 1st: get
Original: refresh|admin|acls , predicted 1st: refresh
Original: set|quota , predicted 1st: set
Original: data , predicted 1st: add
Original: new|instance , predicted 1st: new|record|token
Original: set|delegation|token , predicted 1st: token
Original: main , predicted 1st: main
Original: convert , predicted 1st: get|state
Original: new|instance , predicted 1st: get|container|container
Original: id , predicted 1st: add
Original: ol , predicted 1st: set|selector
Original: get|task|id , predicted 1st: get|task|id|id
Original: render , predicted 1st: run
Original: h , predicted 1st: fun
Original: get|decompressor|type , predicted 1st: get|model|class
Original: run , predicted 1st: do|test
Original: run , predicted 1st: call
Original: is|method|supported , predicted 1st: is|supported
Original: counter|pattern , predicted 1st: get|patterns
Original: read|input|line , predicted 1st: get|line|line
Original: modify|acl|entries , predicted 1st: do|validate
Original: setup|dist|cache|emulation , predicted 1st: generate
Original: set|last|service|status , predicted 1st: set|last|service
Original: set|response , predicted 1st: set|response
Original: unquote|html|chars , predicted 1st: get|item
Original: create|input|stream , predicted 1st: read|stream
Original: pre|head , predicted 1st: set
Original: get|excluded|hosts , predicted 1st: get|excludes
Original: span , predicted 1st: set|selector
Original: largest|depth , predicted 1st: get|paths
Original: get|default|replication , predicted 1st: get|default|default
Original: merge|local|to|builder , predicted 1st: set|to|format
Original: id , predicted 1st: add
Original: test|non|existent|user , predicted 1st: test|default|output|only
Original: convert|to|proto|format , predicted 1st: get
Original: get|job|id , predicted 1st: get|job|id
Original: width , predicted 1st: add
Original: conf|random , predicted 1st: add|input
Original: join , predicted 1st: test
Original: set|link|href , predicted 1st: get
Original: tear|down , predicted 1st: tear|down
Original: test|replace|x|attr , predicted 1st: test|remove
Original: set|start|range , predicted 1st: set|start
Original: get|proto , predicted 1st: to
Original: get|task|attempt|id , predicted 1st: get|task|id|id
Original: alt , predicted 1st: add
Original: get|slope , predicted 1st: get
Original: get|connection , predicted 1st: get|connection
Original: dfn , predicted 1st: fun
Original: set|not|ready|to|become|active , predicted 1st: set|ready
Original: onfocus , predicted 1st: add
Original: class , predicted 1st: add
Original: remove|acl , predicted 1st: do|validate
Original: get|datanode|by|host , predicted 1st: get
Original: read|balanced|line , predicted 1st: read|line
Original: print|error , predicted 1st: println
Original: read|fields , predicted 1st: read
Original: main , predicted 1st: run
Original: service|start , predicted 1st: start
Original: get|compressor|type , predicted 1st: get
Original: pre|head , predicted 1st: set|up
Original: set|times , predicted 1st: do|validate
Original: get|request|log , predicted 1st: get|request
Original: add|internal|servlet , predicted 1st: add|filter
Original: get|name|node|id , predicted 1st: get|id
Original: new|instance , predicted 1st: get|request
Original: prepare|to|exit|state , predicted 1st: failed|context
Original: id , predicted 1st: add
Original: sub , predicted 1st: sub
Original: decode|har|uri , predicted 1st: get|uri|uri
Original: address , predicted 1st: get|address
Original: add|filter , predicted 1st: get|display|name
Original: configure|failover|fs , predicted 1st: create
Original: sup , predicted 1st: get
Original: print|map , predicted 1st: print|address
Original: input , predicted 1st: input
Original: run , predicted 1st: get|user
Original: run , predicted 1st: get
Original: init|existing , predicted 1st: test|sort|directories|to|one|directory
Original: canonical|history|log|path , predicted 1st: get|history
Original: get|encryption|zone|for|path , predicted 1st: get|path|for|path
Original: modify|cache|directive , predicted 1st: cache|cache
Original: class , predicted 1st: add
Original: blockquote , predicted 1st: 
Original: get|link|target , predicted 1st: get|target|path
Original: get|path|in|har , predicted 1st: get|path|path
Original: read , predicted 1st: read
Original: get|users , predicted 1st: get|users
Original: help , predicted 1st: get|usage
Original: get|logical|hostname , predicted 1st: get
Original: get|fencing|parameters , predicted 1st: map
Original: new|instance , predicted 1st: get|request|request
Original: get|ugm|protocol , predicted 1st: get|protocol
Original: maybe|init|builder , predicted 1st: 
Original: hash , predicted 1st: get
Original: get|admin|group , predicted 1st: get|group|group
Original: close , predicted 1st: close
Original: cite , predicted 1st: add
Original: delete|dir , predicted 1st: delete
Original: value , predicted 1st: add|value
Original: set|application|states , predicted 1st: set|application|application
Original: close , predicted 1st: close
Original: h , predicted 1st: set|selector
Original: div , predicted 1st: 
Original: onload , predicted 1st: add
Original: leftmost|outer|curly|containing|slash , predicted 1st: get|file
Original: write , predicted 1st: write
Original: get|retain|days , predicted 1st: get|days
Original: create|default|channel|connector , predicted 1st: get|connector
Original: test|get|x|attrs , predicted 1st: test|create
Original: run , predicted 1st: get|object
Original: run , predicted 1st: get|object
Original: run , predicted 1st: get|object
Original: run , predicted 1st: get|object
Original: run , predicted 1st: get|object
Original: run , predicted 1st: get|object
Original: run|cmd , predicted 1st: get|state
Original: throw|unhandled , predicted 1st: set|method
Original: define|filter , predicted 1st: set|parameter
Original: maybe|init|builder , predicted 1st: 
Original: get|all|blocks , predicted 1st: get|all|blocks
Original: get|proto , predicted 1st: get
Original: available , predicted 1st: get|available
Original: convert|to|proto|format , predicted 1st: get|queue
Original: get|service|status , predicted 1st: get|status
Original: get|gridmix|input|data|path , predicted 1st: create|path
Original: get|groups|for|user , predicted 1st: get|user|for|user|groups
Original: id , predicted 1st: add
