Original: cols , predicted 1st: add
Original: stop|threads , predicted 1st: stop
Original: get|address|of|active , predicted 1st: get|server|server
Original: h , predicted 1st: set|selector
Original: failover , predicted 1st: do|test
Original: href , predicted 1st: add
Original: main , predicted 1st: run
Original: remove|acl , predicted 1st: remove
Original: mkdir , predicted 1st: create|parent
Original: class , predicted 1st: add|attribute
Original: root , predicted 1st: root
Original: pre|head , predicted 1st: set|up
Original: mkdir , predicted 1st: set|up
Original: about|page , predicted 1st: get|model|class
Original: seek , predicted 1st: set
Original: class , predicted 1st: add|attribute
Original: add|all|task|reports , predicted 1st: configure|task
Original: set|application|id , predicted 1st: set|application|id
Original: remove , predicted 1st: remove
Original: set|seed , predicted 1st: set|seed
Original: add|user|conf , predicted 1st: set
Original: convert|to|proto|format , predicted 1st: get|node
Original: post , predicted 1st: execute
Original: job|counters , predicted 1st: set|job|jobs
Original: main , predicted 1st: run
Original: needs|quoting , predicted 1st: is
Original: add|all|completion|events , predicted 1st: completion|completion|events
Original: test|create|x|attr , predicted 1st: test|remove
Original: id , predicted 1st: add|attribute
Original: list|status , predicted 1st: get|array
Original: new|instance , predicted 1st: get|request
Original: load|token , predicted 1st: read|token
Original: mkdirs , predicted 1st: execute
Original: contains , predicted 1st: is
Original: get|task|log|url , predicted 1st: get|task|id
Original: add|managed|listener , predicted 1st: add|listener
Original: class , predicted 1st: add|attribute
Original: add|transition|to|active|cli|opts , predicted 1st: add|option
Original: del , predicted 1st: 
Original: set|size , predicted 1st: set|size
Original: get|root , predicted 1st: get
Original: get|web|app|context , predicted 1st: get|web|app|context
Original: class , predicted 1st: add|attribute
Original: test|remove|x|attr , predicted 1st: test|remove
Original: main , predicted 1st: create|entry
Original: remove|cache|pool , predicted 1st: destroy
Original: append , predicted 1st: set|event
Original: maybe|init|builder , predicted 1st: init
Original: gauge , predicted 1st: set
Original: get|default|extension , predicted 1st: get|table|name
Original: add|failover|thread , predicted 1st: test
Original: do|an|action , predicted 1st: test
Original: remove , predicted 1st: is
Original: init|application|tags , predicted 1st: init|tags
Original: list|x|attrs , predicted 1st: create|x|x|names
Original: add|context , predicted 1st: create|handler
Original: gauge , predicted 1st: set
Original: open , predicted 1st: create|file
Original: init|scope , predicted 1st: init|scope
Original: remove|datanode , predicted 1st: remove
Original: id , predicted 1st: add|attribute
Original: close , predicted 1st: close
Original: h , predicted 1st: is|h
Original: h , predicted 1st: 
Original: set|up , predicted 1st: set|up
Original: create|dir , predicted 1st: check|file
Original: pre , predicted 1st: pre|pre
Original: ul , predicted 1st: set|selector
Original: create|symlink , predicted 1st: create|parent
Original: cite , predicted 1st: add
Original: b , predicted 1st: close
Original: new|instance , predicted 1st: get|response
Original: get|one|line , predicted 1st: read|text
Original: onblur , predicted 1st: add
Original: h , predicted 1st: is|h
Original: scale|config|parameter , predicted 1st: get|cluster
Original: script , predicted 1st: script
Original: maybe|init|builder , predicted 1st: init
Original: var , predicted 1st: 
Original: set|job|report , predicted 1st: set|job|job
Original: set|from|event|id , predicted 1st: set|event|id
Original: run|tool , predicted 1st: test
Original: get|job|submission|policy , predicted 1st: get|policy
Original: class , predicted 1st: add|attribute
Original: get|hadoop|proxy|user , predicted 1st: get|system|user|name
Original: set|container|report , predicted 1st: set|report|container
Original: class , predicted 1st: add|attribute
Original: render , predicted 1st: create|entry
Original: print|help , predicted 1st: run
Original: get|job|id , predicted 1st: get|job|id
Original: make|done|subdir , predicted 1st: add|file
Original: var , predicted 1st: var
Original: form , predicted 1st: set|selector
Original: h , predicted 1st: 
Original: set|times , predicted 1st: set
Original: parse|counters , predicted 1st: get|counters
Original: refresh|admin|acls , predicted 1st: refresh|admin|refresh
Original: set|quota , predicted 1st: set
Original: data , predicted 1st: add
Original: new|instance , predicted 1st: get|token
Original: set|delegation|token , predicted 1st: set|token
Original: main , predicted 1st: main
Original: convert , predicted 1st: build
Original: new|instance , predicted 1st: get|container|request
Original: id , predicted 1st: add|attribute
Original: ol , predicted 1st: set|selector
Original: get|task|id , predicted 1st: get|task|id
Original: render , predicted 1st: run
Original: h , predicted 1st: 
Original: get|decompressor|type , predicted 1st: get|class
Original: run , predicted 1st: do|call
Original: run , predicted 1st: do|work
Original: is|method|supported , predicted 1st: get|protocol|protocol
Original: counter|pattern , predicted 1st: get|pattern
Original: read|input|line , predicted 1st: get|text|line
Original: modify|acl|entries , predicted 1st: validate
Original: setup|dist|cache|emulation , predicted 1st: generate|code
Original: set|last|service|status , predicted 1st: set|status
Original: set|response , predicted 1st: set|response
Original: unquote|html|chars , predicted 1st: get|item
Original: create|input|stream , predicted 1st: get|input|stream|stream
Original: pre|head , predicted 1st: set|html
Original: get|excluded|hosts , predicted 1st: get|excludes
Original: span , predicted 1st: set|selector
Original: largest|depth , predicted 1st: get
Original: get|default|replication , predicted 1st: get|default|replication
Original: merge|local|to|builder , predicted 1st: set|up
Original: id , predicted 1st: add|attribute
Original: test|non|existent|user , predicted 1st: test|get|tool|output|output
Original: convert|to|proto|format , predicted 1st: get
Original: get|job|id , predicted 1st: get|job|completion|id
Original: width , predicted 1st: add
Original: conf|random , predicted 1st: add|job
Original: join , predicted 1st: join
Original: set|link|href , predicted 1st: strip
Original: tear|down , predicted 1st: tear|down
Original: test|replace|x|attr , predicted 1st: test|remove
Original: set|start|range , predicted 1st: set|start|range
Original: get|proto , predicted 1st: to|response
Original: get|task|attempt|id , predicted 1st: get|task|id
Original: alt , predicted 1st: add
Original: get|slope , predicted 1st: get
Original: get|connection , predicted 1st: get|connection
Original: dfn , predicted 1st: 
Original: set|not|ready|to|become|active , predicted 1st: ready
Original: onfocus , predicted 1st: add
Original: class , predicted 1st: add|attribute
Original: remove|acl , predicted 1st: validate
Original: get|datanode|by|host , predicted 1st: get|nodes
Original: read|balanced|line , predicted 1st: read|line
Original: print|error , predicted 1st: println
Original: read|fields , predicted 1st: read
Original: main , predicted 1st: run
Original: service|start , predicted 1st: start
Original: get|compressor|type , predicted 1st: get
Original: pre|head , predicted 1st: set|up
Original: set|times , predicted 1st: do|process
Original: get|request|log , predicted 1st: get|log
Original: add|internal|servlet , predicted 1st: add|filter|mapping
Original: get|name|node|id , predicted 1st: get
Original: new|instance , predicted 1st: get|request|request
Original: prepare|to|exit|state , predicted 1st: set|up
Original: id , predicted 1st: add|attribute
Original: sub , predicted 1st: sub|sub
Original: decode|har|uri , predicted 1st: get|uri
Original: address , predicted 1st: get|address
Original: add|filter , predicted 1st: filter
Original: configure|failover|fs , predicted 1st: get
Original: sup , predicted 1st: 
Original: print|map , predicted 1st: print
Original: input , predicted 1st: input
Original: run , predicted 1st: get
Original: run , predicted 1st: run
Original: init|existing , predicted 1st: get|directories|list
Original: canonical|history|log|path , predicted 1st: create|path
Original: get|encryption|zone|for|path , predicted 1st: get|path|for|path
Original: modify|cache|directive , predicted 1st: cache|cache
Original: class , predicted 1st: add|attribute
Original: blockquote , predicted 1st: 
Original: get|link|target , predicted 1st: get|target|path
Original: get|path|in|har , predicted 1st: get|path|path
Original: read , predicted 1st: read
Original: get|users , predicted 1st: get|users
Original: help , predicted 1st: run
Original: get|logical|hostname , predicted 1st: format
Original: get|fencing|parameters , predicted 1st: get|parameters
Original: new|instance , predicted 1st: get|request
Original: get|ugm|protocol , predicted 1st: get|protocol
Original: maybe|init|builder , predicted 1st: init
Original: hash , predicted 1st: get
Original: get|admin|group , predicted 1st: get|group|admin
Original: close , predicted 1st: close
Original: cite , predicted 1st: add
Original: delete|dir , predicted 1st: delete
Original: value , predicted 1st: add|attribute
Original: set|application|states , predicted 1st: set|states
Original: close , predicted 1st: close
Original: h , predicted 1st: set|selector
Original: div , predicted 1st: 
Original: onload , predicted 1st: add
Original: leftmost|outer|curly|containing|slash , predicted 1st: compare
Original: write , predicted 1st: write
Original: get|retain|days , predicted 1st: get|days|days
Original: create|default|channel|connector , predicted 1st: get|channel
